Species	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Ascochyta;Ascochyta sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Letendraea;?	294	0	0	0	83	110	138	149	28	5	101	547	38	4	0	0	36	69	53	47	73	120	122	100	213	0	0	2	53	32	271	19	12	0	13	603	60	0	2	0	27	80	21	250	2	93	37	0	160	1	32	28	112	0	46	95	43	217	0	489	100	0	0	0	612	37	23	15	41	1131	0	1043	66	0	0	0	102	0	203	46	32	186	1	0	33	2	0	0	134	17	0	37	108	393	3	13	0	73	0	10	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Letendraea;Letendraea helminthicola	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	8	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Periconia;Periconia sp	9	0	0	0	0	25	0	0	1	0	0	0	9	0	0	0	38	70	1	1	0	103	1	0	6	0	0	2	0	0	206	4	2	0	2	1	5	1	1	0	0	12	0	0	0	24	1	0	0	0	0	0	16	0	3	257	0	0	0	1	0	0	0	0	30	8	2	3	0	0	1	1933	5	0	0	0	0	138	0	0	6	53	0	0	0	0	0	0	106	382	0	1	13	0	0	6	0	13	0	10	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Phoma;?	73	0	0	0	8	32	1	0	16	0	1	20	15	0	0	0	12	9	11	301	0	21	8	0	8	3	0	0	1	7	48	14	437	0	8	82	25	0	8	0	16	23	2	123	1	1	27	0	64	0	1	6	18	0	15	0	44	1	0	0	3	0	0	0	5	1	7	4	0	2	0	59	7	0	0	0	70	139	2	2	4	0	0	0	4	0	0	0	52	7	0	0	8	62	0	2	0	11	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Phoma;Phoma cf nebulosa JZG_2008	13	0	0	0	0	15	0	0	24	0	1	0	2	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	2	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	14	15	0	0	0	3	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Phoma;Phoma sp	3	0	0	0	0	12	0	0	1128	0	31	0	3	0	0	0	0	1	2	0	0	13	16	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	1	0	1	0	0	2	144	0	0	0	0	0	0	0	0	0	1	0	9	62	0	0	18	0	0	1	13	7	0	6	0	33	0	0	14	0	0	0	10	48	0	12	8	7	0	0	0	0	0	0	4	0	41	9	1	18	0	1	0	14	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Incertae sedis;Pyrenochaeta;Pyrenochaeta sp 14009	2	0	0	0	23	5	0	1	25	0	0	8	63	0	0	0	20	8	20	0	1	1	34	97	4	0	0	0	11	31	41	0	2	0	6	0	7	0	0	0	6	18	5	0	0	0	24	0	2	0	0	0	1	0	121	1	1	4	0	0	3	0	0	0	10	0	12	2	0	0	0	0	4	0	0	0	17	0	1	313	0	11	0	0	0	0	0	0	15	0	0	2	2	0	0	2	0	8	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Coniothyrium;Coniothyrium sp HKA14	2	0	0	0	0	35	0	0	0	0	0	104	3	0	0	0	5	15	25	0	0	1	17	0	9	0	0	0	5	8	10	0	1	0	0	101	18	0	0	0	0	0	0	0	21	30	0	0	0	0	3	0	18	0	0	0	1	60	0	0	0	0	0	0	100	0	1	5	0	26	0	7	2	0	0	0	14	0	0	0	55	15	0	0	3	0	0	0	6	0	0	0	33	26	0	2	0	6	0	2	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;?	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Leptosphaeria;Leptosphaeria sp XJ23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;?;?	1	0	0	0	0	3	0	1	1	0	215	0	0	0	0	0	1	1414	19	1	0	3	467	0	1	0	0	0	47	29	285	0	1	0	26	0	0	0	0	0	20	18	163	1	1	0	322	0	1	0	0	0	5	0	217	0	4	2	6	0	0	0	0	0	0	0	102	3	0	2	0	0	0	0	2	0	1	0	1	0	1	366	0	0	1	8	0	0	2	1	2	0	0	44	1	12	0	21	0	11	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Lophiostoma;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Lophiostoma;Lophiostoma sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Saccharicola;?	1	0	0	0	1	0	0	0	0	36	1	0	0	1	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	4	0	0	0	3	37	0	0	0	0	2	0	0	3	0	1	6	36	73	0	0	0	0	0	0	0	1	20	0	3	0	0	0	0	0	0	0	0	0	46	130	1	0	1	0	0	7	0	0	0	1	57	0	15	0	0	0	2	0	14	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;unidentified;?	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Alloconiothyrium;Alloconiothyrium aptrootii	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Deniquelata;?	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Paraconiothyrium;Paraconiothyrium brasiliense	76	0	1	0	29	284	396	1298	24	15	93	104	28	3	0	0	152	180	364	739	71	524	146	30	525	14	0	13	52	80	812	127	916	383	19	3505	58	17	2	1	40	147	17	285	1010	94	32	1	166	1	114	31	388	0	126	1519	260	539	13	40	60	0	0	0	123	211	209	43	95	496	6	519	91	0	0	0	191	164	246	422	158	281	0	0	51	5	0	0	682	276	118	160	112	162	3	42	0	99	0	26	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Paraconiothyrium;Paraconiothyrium sp	1	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	6	2	0	17	0	0	0	0	0	6	8	0	10	0	2	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	1	1	0	6	15	0	21	0	0	0	0	3	0	0	0	3	2	0	0	0	0	0	0	3	0	0	0	3	1	0	0	0	6	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;unidentified;Montagnulaceae sp	0	0	0	0	1	0	0	244	0	1	0	58	2	0	0	0	11	4	4	0	0	22	22	0	5	0	0	0	1	0	22	21	20	0	0	22	13	0	0	0	0	3	0	0	0	0	8	0	0	0	1	0	8	0	0	1	150	62	0	0	10	0	0	0	7	7	6	1	0	0	0	174	5	0	0	0	21	1	0	1	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	3	0	5	0	2	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;Phaeosphaeria fuckelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;Phaeosphaeria sp	3	0	0	0	0	5	0	2	5	0	51	1	2	0	0	0	1	13	443	1	0	1	425	0	4	3	0	0	109	24	2822	0	418	1	59	0	1	0	0	1	31	6	936	2	0	0	19	0	2	0	0	0	1	0	522	1	1	0	12	0	3	0	0	0	4	1	104	13	0	0	0	32	1	0	0	0	15	0	1	0	0	20	0	0	0	0	0	0	2	8	0	3	1	7	0	3	0	30	0	8	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;Phaeosphaeria sp HKC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;unidentified;Phaeosphaeriaceae sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;?;?	0	0	0	0	0	16	216	0	0	0	0	1	11	0	0	0	16	3	0	0	133	31	0	0	0	0	0	0	0	13	5	14	0	0	0	34	6	0	0	0	0	0	0	15	0	1	0	0	0	0	1	0	100	0	0	0	39	2	0	0	0	0	0	0	51	6	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	5	0	6	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria sp	356	0	0	0	13	21	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	1	1	8	5	0	0	0	0	0	6	0	0	0	0	36	0	0	0	0	0	0	162	0	0	0	1	0	1	0	0	0	0	0	14	0	0	0	4	3	1	3	0	0	0	0	13	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	51	0	0	0	0	0	0	0	0	4	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Cochliobolus;Cochliobolus lunatus	25	0	3	0	59	238	1	1	0	1	1	0	63	0	0	0	247	41	8	1	1	28	0	63	15	11	0	0	8	29	72	21	852	0	0	86	73	0	0	0	20	14	0	0	1	0	0	0	17	1	4	0	12	0	0	1144	0	388	1	0	63	0	0	0	23	27	10	20	1	0	7	0	23	0	0	0	36	0	2	71	25	703	0	0	18	0	0	0	26	55	1	0	0	0	0	4	0	27	0	8	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Curvularia;Curvularia oryzae	0	0	0	0	8	23	0	0	0	0	60	0	1	0	0	0	0	0	6	0	0	0	57	0	3	0	0	1	0	0	6	0	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	19	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Edenia;?	0	0	0	0	0	7	103	0	0	0	0	0	11	0	0	0	0	3	1	0	1	0	0	0	2	0	0	0	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13	0	26	7	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	0	2	0	3	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Edenia;Edenia sp	80	0	0	1	48	239	307	136	5	0	0	164	252	0	0	0	33	112	323	43	9	228	98	64	325	0	0	4	68	165	324	16	8	38	13	70	894	5	0	0	23	25	7	333	119	80	5	0	476	0	0	31	67	0	30	94	21	277	2	354	418	0	0	2	252	1	38	18	340	35	7	678	73	0	0	0	136	0	1	2	471	27	0	0	30	0	0	0	191	43	34	11	63	19	1	23	0	60	0	19	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Exserohilum;Exserohilum longirostratum	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pleospora;Pleospora herbarum	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Setosphaeria;Setosphaeria turcica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium;?	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;unidentified;Pleosporaceae sp	76	0	0	1	43	395	425	472	2	1	1	195	55	2	0	0	90	61	276	348	334	212	53	46	387	6	0	1	60	50	123	34	1150	15	2	88	241	0	0	1	7	76	21	899	3	28	0	0	218	2	2	83	171	0	34	819	232	714	5	164	363	0	0	1	44	114	133	74	286	41	6	229	219	0	0	0	183	2	172	436	65	97	0	0	191	0	0	0	39	591	39	29	115	10	0	25	0	91	0	18	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;?;?	6	0	1	0	5	13	0	23	0	5	159	10	458	0	0	0	1	4	0	1	67	205	148	6	0	0	0	1	1	9	29	7	8	0	1	9	1	0	0	0	0	1	0	44	0	1	1	0	14	0	0	8	1	0	8	0	15	39	0	0	1	0	0	0	2	6	1	5	1	55	0	13	3	0	0	0	2	0	0	0	17	59	0	0	3	1	0	0	47	1	0	5	81	60	0	3	0	9	0	2	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;?	0	0	0	0	0	7	0	0	0	0	17	0	8	0	0	0	0	0	14	1	0	0	69	0	6	0	0	0	0	0	30	0	0	0	0	3	0	0	0	0	0	1	749	0	0	0	0	0	0	0	0	0	0	0	1779	0	0	0	5	0	2	0	0	0	0	0	37	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	1	9	0	1	0	19	0	5	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia sp	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	6	0	0	0	0	131	0	0	0	0	0	15	0	0	0	0	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	3	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia sp ATT024	0	0	0	0	1	7	0	7	0	8	0	24	34	0	0	0	0	13	16	13	73	30	67	24	4	1	0	0	21	2	33	0	6	0	0	19	0	0	0	0	3	1	8	0	1	1	150	0	0	0	1	0	10	0	4	11	60	150	0	0	11	0	0	1	6	1	2	2	28	0	0	41	0	0	0	0	0	0	0	0	7	37	0	0	0	0	0	0	17	24	0	30	1	18	0	2	0	4	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia terricola	0	0	0	0	0	0	1	227	0	0	0	0	240	0	0	0	8	5	1	0	0	43	53	0	4	0	0	0	5	25	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	1	0	13	0	1	12	0	0	1	0	0	0	0	0	0	1	2	9	1	0	0	659	14	0	0	0	0	0	0	44	17	4	0	0	26	0	0	0	53	2	0	1	12	0	0	2	0	8	0	2	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;?	5	0	0	0	0	15	0	31	1	3	24	27	437	0	0	0	0	1	2	0	28	153	101	9	0	1	0	0	0	27	22	18	11	0	12	7	2	0	0	0	0	3	0	0	0	3	1	0	10	0	0	0	2	0	5	1	24	19	0	0	3	0	0	0	3	1	1	4	0	22	0	7	1	0	0	0	1	0	0	2	35	41	0	0	2	0	0	0	32	0	0	8	106	55	0	5	0	37	0	2	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;Westerdykella ornata	19	0	1	0	18	5	1	3	29	1	108	172	10	1	0	0	3	21	7	2	26	1	0	182	46	0	0	1	4	79	2	1	44	361	0	6591	27	0	0	0	3	2	1	11	2	60	0	0	46	0	227	2	15	0	1	1	738	50	0	121	162	0	0	0	44	0	6	4	0	159	0	553	10	0	0	0	34	1	2	0	192	273	1	0	0	2	0	0	55	1	0	1	104	134	0	34	0	66	0	9	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;Westerdykella sp	7	0	3	0	17	17	1	57	2	15	56	35	1747	0	0	0	1	21	6	7	509	1203	410	12	3	0	0	2	2	33	47	0	44	3	8	21	3	0	0	0	0	11	0	10	2	3	33	0	21	0	1	3	13	0	16	0	117	71	0	0	13	0	0	0	14	13	3	13	1	90	1	32	9	0	0	0	8	1	0	0	100	220	1	0	5	2	0	0	208	2	0	14	393	130	1	12	0	44	0	26	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;?;?	10	0	0	0	2	44	0	65	18	9	0	0	104	0	0	0	0	10	0	0	0	0	1	0	2	0	0	0	23	3	40	1	2	0	0	0	30	0	0	0	0	23	0	0	0	10	13	0	6	0	0	0	105	0	1	0	5	205	4	0	7	0	0	1	142	103	7	7	0	0	0	1	7	0	0	0	150	0	1	0	21	0	0	0	9	0	0	0	3	0	0	0	7	0	0	3	0	10	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;Chlamydotubeufia;?	4	0	0	0	7	1	0	0	41	0	0	0	0	0	0	0	1	10	4	0	76	0	7	44	13	0	0	0	10	9	46	0	1	0	21	21	10	0	0	0	1	19	27	1	0	0	65	0	186	0	1	0	616	0	36	0	12	10	0	0	59	0	0	0	6	3	1	3	0	132	0	0	3	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	33	0	0	2	0	0	0	2	0	3	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;Chlamydotubeufia;Chlamydotubeufia cf huaikangplaensis SB_2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;Thaxteriellopsis;Thaxteriellopsis lignicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;unidentified;?	0	0	0	0	1	7	0	1	0	0	1	31	23	0	0	0	0	5	13	0	0	0	0	2	0	0	0	1	6	1	0	0	0	0	0	0	5	2	0	0	0	7	0	0	235	6	0	0	12	0	0	0	19	0	0	0	10	38	0	0	0	0	0	0	79	56	5	2	160	7	0	0	7	0	0	0	4	0	0	0	0	26	0	0	0	0	0	0	47	0	0	0	3	0	0	1	0	5	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;unidentified;Tubeufiaceae sp	0	0	0	0	0	4	0	0	0	6	1	0	0	0	0	0	0	0	2	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	19	0	0	0	0	20	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Venturiaceae;Veronaeopsis;Veronaeopsis simplex	12	0	0	0	12	64	37	4	95	2	0	14	1	0	0	2	23	30	243	1	0	0	69	45	65	0	0	0	20	9	0	0	0	0	5	49	1	0	0	0	32	25	16	0	0	0	35	0	5	0	5	0	11	0	12	24	96	32	3	1	4	0	0	0	15	12	54	1	0	40	1	254	3	0	0	0	14	0	0	4	0	222	0	0	4	0	0	0	12	102	0	0	12	15	0	6	0	7	0	4	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;unidentified;?;?	13	0	0	0	0	43	0	0	25	0	69	0	5	0	0	0	0	11	5	0	1	1	0	0	12	0	0	1	39	171	25	0	0	0	6	10	8	0	0	0	9	15	18	0	0	23	1	0	9	0	0	0	10	0	10	0	1	4	2	4	5	0	0	0	31	27	24	6	0	0	0	0	32	0	0	0	25	0	1	0	0	0	0	0	0	1	0	0	22	0	0	0	0	25	0	2	0	4	0	1	0
